-27	83
0.00	87.48
27.03	83.20
-35.56	76.26
0.00	81.72
35.56	76.26
-70.77	51.42
-47.71	58.91
0.00	62.97
47.71	58.91
70.77	51.42
-77.72	29.83
-32.80	32.80
32.80	32.80
77.72	29.83
-87.48	0.00
-62.97	0.00
0.00	0.00
62.97	0.00
87.48	0.00
-77.72	-29.83
-32.80	-32.80
32.80	-32.80
77.72	-29.83
-70.77	-51.42
-47.71	-58.91
0.00	-62.97
47.71	-58.91
70.77	-51.42
-35.56	-76.26
0.00	-81.72
35.56	-76.26
-27.03	-83.20
0.00	-87.48
27.03	-83.20
